icao,iata,name,lat,lon,municipality,country
KHOP,HOP,Campbell Army Airfield (Fort Campbell),36.67415,-87.48974,Fort Campbell,US
KHOT,HOT,Memorial Field Airport,34.4788,-93.09626,Hot Springs,US
KHOU,HOU,William P. Hobby Airport,29.64534,-95.27681,Houston,US
KHPN,HPN,Westchester County Airport,41.067,-73.7076,White Plains,US
KHPT,HPT,Hampton Municipal Airport,42.7237,-93.2263,Hampton,US
KHPY,HPY,Baytown Airport,29.7861,-94.9527,Baytown,US
KHQG,,Hugoton Municipal Airport,37.1631,-101.371,Hugoton,US
KHQM,HQM,Bowerman Airport,46.9712,-123.937,Hoquiam,US
KHQU,,Thomson-McDuffie County Airport,33.5297,-82.5165,Thomson,US
KHQZ,,Mesquite Metro Airport,32.747,-96.5304,Mesquite,US
KHRI,HES,Hermiston Municipal Airport,45.82822,-119.25902,Hermiston,US
KHRJ,,Harnett Regional Jetport Airport,35.3794,-78.733,Erwin,US
KHRL,HRL,Valley International Airport,26.2285,-97.6544,Harlingen,US
KHRO,HRO,Boone County Airport,36.2615,-93.1547,Harrison,US
KHRT,,Hurlburt Field,30.4278,-86.6893,Mary Esther,US
KHRU,,Herington Regional Airport,38.6947,-96.808,Herington,US
KHRX,,Hereford Municipal Airport,34.8578,-102.326,Hereford,US
KHSA,,Stennis International Airport,30.3678,-89.4546,Bay St Louis,US
KHSB,HSB,Harrisburg-Raleigh Airport,37.8113,-88.5503,Harrisburg,US
KHSD,,Sundance Airpark,35.6018,-97.7062,Oklahoma City,US
KHSE,HNC,Billy Mitchell Airport,35.2328,-75.6178,Hatteras,US
KHSG,THP,Hot Springs County Airport,43.7136,-108.38969,Thermopolis,US
KHSI,HSI,Hastings Municipal Airport,40.6053,-98.4279,Hastings,US
KHSP,HSP,Ingalls Field,37.9514,-79.8339,Hot Springs,US
KHSR,,Hot Springs Municipal Airport,43.36662,-103.39055,Hot Springs,US
KHST,HST,Homestead Air Reserve Base,25.4886,-80.3836,Homestead,US
KHSV,HSV,Huntsville International Airport,34.63624,-86.77438,Huntsville,US
KHTH,HTH,Hawthorne Industrial Airport,38.5444,-118.634,Hawthorne,US
KHTL,HTL,Roscommon County - Blodgett Memorial Airport,44.3598,-84.67109,Houghton Lake,US
KHTS,HTS,Tri-State Airport / Milton J. Ferguson Field,38.3667,-82.558,Huntington,US
KHTW,HTW,Lawrence County Airpark,38.41908,-82.49492,South Point,US
KHUA,HUA,Redstone Army Air Field,34.6787,-86.6848,Redstone Arsnl Huntsville,US
KHUF,HUF,"Terre Haute Regional Airport, Hulman Field",39.4515,-87.3076,Terre Haute,US
KHUL,HUL,Houlton International Airport,46.1231,-67.7921,Houlton,US
KHUM,HUM,Houma Terrebonne Airport,29.5665,-90.6604,Houma,US
KHUT,HUT,Hutchinson Municipal Airport,38.0655,-97.8606,Hutchinson,US
KHVC,,Hopkinsville Christian County Airport,36.857,-87.4551,Hopkinsville,US
KHVE,HVE,Hanksville Airport,38.418,-110.704,Hanksville,US
KHVN,HVN,Tweed New Haven Airport,41.26287,-72.88769,New Haven,US
KHVR,HVR,Havre City County Airport,48.54139,-109.76286,Havre,US
KHVS,HVS,Hartsville Regional Airport,34.4031,-80.1192,Hartsville,US
KHWD,HWD,Hayward Executive Airport,37.6592,-122.122,Hayward,US
KHWO,HWO,North Perry Airport,26.0012,-80.2407,Hollywood,US
KHWQ,,Wheatland County Airport at Harlowton,46.4486,-109.853,Harlowton,US
KHWV,WSH,Brookhaven Calabro Airport,40.8219,-72.8694,Shirley,US
KHWY,,Warrenton Fauquier Airport,38.5863,-77.7106,Midland,US
KHXD,HHH,Hilton Head Airport,32.2244,-80.6975,Hilton Head Island,US
KHXF,,Hartford Municipal Airport,43.3493,-88.3911,Hartford,US
KHYA,HYA,Cape Cod Gateway Airport,41.6693,-70.2804,Hyannis,US
KHYI,,San Marcos Regional Airport,29.8927,-97.863,San Marcos,US
KHYR,HYR,Sawyer County Airport,46.0252,-91.4443,Hayward,US
KHYS,HYS,Hays Regional Airport,38.84452,-99.27315,Hays,US
KHYW,,Conway Horry County Airport,33.8285,-79.1222,Conway,US
KHYX,,Saginaw County H.W. Browne Airport,43.4334,-83.8623,Saginaw,US
KHZD,,Carroll County Airport,36.0893,-88.4633,Huntingdon,US
KHZE,,Mercer County Regional Airport,47.2899,-101.581,Hazen,US
KHZL,HZL,Hazleton Municipal Airport,40.9868,-75.9949,Hazleton,US
KHZR,,False River Regional Airport,30.7183,-91.4787,New Roads,US
KHZX,,Isedor Iverson Airport,46.6188,-93.3098,Mc Gregor,US
KHZY,JFN,Northeast Ohio Regional Airport,41.778,-80.6955,Ashtabula,US
KIAB,IAB,McConnell Air Force Base,37.6219,-97.2682,Wichita,US
KIAD,IAD,Washington Dulles International Airport,38.9445,-77.4558,Dulles,US
KIAG,IAG,Niagara Falls International Airport,43.1073,-78.9462,Niagara Falls,US
KIAH,IAH,George Bush Intercontinental Airport,29.9844,-95.3414,Houston,US
KIBM,,Kimball Municipal Robert E Arraj Field,41.1881,-103.677,Kimball,US
KICL,ICL,Schenck Field,40.7218,-95.0264,Clarinda,US
KICR,,Winner Regional Airport,43.3902,-99.8421,Winner,US
KICT,ICT,Wichita Dwight D. Eisenhower National Airport,37.65031,-97.42858,Wichita,US
KIDA,IDA,Idaho Falls Regional Airport,43.5146,-112.071,Idaho Falls,US
KIDG,IDG,Ida Grove Municipal Airport,42.3326,-95.4449,Ida Grove,US
KIDI,IDI,Indiana County–Jimmy Stewart Airport,40.63112,-79.10188,Indiana,US
KIDL,,Indianola Municipal Airport,33.4857,-90.6789,Indianola,US
KIDP,IDP,Independence Municipal Airport,37.1584,-95.7784,Independence,US
KIEN,XPR,Pine Ridge Airport,43.0209,-102.50609,Pine Ridge,US
KIER,,Natchitoches Regional Airport,31.7357,-93.0991,Natchitoches,US
KIFA,IFA,Iowa Falls Municipal Airport,42.4708,-93.27,Iowa Falls,US
KIFP,IFP,Laughlin Bullhead International Airport,35.15473,-114.55932,Bullhead City,US
KIGM,IGM,Kingman Airport,35.2595,-113.938,Kingman,US
KIGQ,,Lansing Municipal Airport,41.5349,-87.5295,Chicago,US
KIIB,,Independence Municipal Airport,42.45684,-91.94767,Independence,US
KIIY,,Washington Wilkes County Airport,33.7794,-82.8158,Washington,US
KIJD,,Windham Airport,41.744,-72.1803,North Windham,US
KIJX,IJX,Jacksonville Municipal Airport,39.7746,-90.2383,Jacksonville,US
KIKG,,Kleberg County Airport,27.5509,-98.0309,Kingsville,US
KIKK,IKK,Greater Kankakee Airport,41.0714,-87.8463,Kankakee,US
KIKV,,Ankeny Regional Airport,41.6914,-93.5664,Ankeny,US
KILE,ILE,Skylark Field,31.0858,-97.6865,Killeen,US
KILG,ILG,Wilmington Airport,39.6787,-75.6065,Wilmington,US
KILM,ILM,Wilmington International Airport,34.27235,-77.90512,Wilmington,US
KILN,ILN,Wilmington Airpark,39.4279,-83.7921,Wilmington,US
KIML,IML,Imperial Municipal Airport,40.5093,-101.621,Imperial,US
KIMM,IMM,Immokalee Regional Airport,26.42793,-81.40353,Immokalee,US
KIMS,MDN,Madison Municipal Airport,38.7589,-85.4655,Madison,US
KIMT,IMT,Ford Airport,45.81911,-88.11456,Kingsford,US
KIND,IND,Indianapolis International Airport,39.7173,-86.2944,Indianapolis,US
KINF,,Inverness Airport,28.80359,-82.31831,Inverness,US
KINJ,,Hillsboro Municipal Airport,32.0835,-97.0972,Hillsboro,US
KINK,INK,Winkler County Airport,31.7796,-103.201,Wink,US
KINL,INL,Falls International Airport,48.5662,-93.4031,International Falls,US
KINS,INS,Creech Air Force Base,36.5872,-115.673,Indian Springs,US
KINT,INT,Smith Reynolds Airport,36.1337,-80.222,Winston Salem,US
KINW,INW,Winslow Lindbergh Regional Airport,35.0219,-110.723,Winslow,US
KIOB,,Mount Sterling Montgomery County Airport,38.0581,-83.9796,Mount Sterling,US
KIOW,IOW,Iowa City Municipal Airport,41.6392,-91.5465,Iowa City,US
KIPJ,,Lincolnton Lincoln County Regional Airport,35.4833,-81.1613,Lincolnton,US
KIPL,IPL,Imperial County Airport,32.83539,-115.57403,Imperial,US
KIPT,IPT,Williamsport Regional Airport,41.24213,-76.92245,Williamsport,US
KIRK,IRK,Kirksville Regional Airport,40.0935,-92.5449,Kirksville,US
KIRS,IRS,Kirsch Municipal Airport,41.8133,-85.439,Sturgis,US
KISB,,Sibley Municipal Airport,43.3695,-95.7598,Sibley,US
KISM,ISM,Kissimmee Gateway Airport,28.2898,-81.4371,Orlando,US
KISO,ISO,Kinston Regional Jetport At Stallings Field,35.3314,-77.6088,Kinston,US
KISP,ISP,Long Island MacArthur Airport,40.79632,-73.1017,Islip,US
KISQ,ISQ,Schoolcraft County Airport,45.9746,-86.1718,Manistique,US
KISW,ISW,Alexander Field South Wood County Airport,44.3603,-89.839,Wisconsin Rapids,US
KITH,ITH,Ithaca Tompkins Regional Airport,42.491,-76.4584,Ithaca,US
KITR,,Kit Carson County Airport,39.2425,-102.285,Burlington,US
KIWA,AZA,Mesa Gateway Airport,33.3078,-111.655,Mesa,US
KIWD,IWD,Gogebic Iron County Airport,46.5253,-90.13158,Ironwood,US
KIWH,,Wabash Municipal Airport,40.76299,-85.79975,Wabash,US
KIWI,ISS,Wiscasset Airport,43.9614,-69.7126,Wiscasset,US
KIWS,IWS,West Houston Airport,29.8182,-95.6726,Houston,US
KIXA,,Halifax-Northampton Regional Airport,36.3298,-77.63523,Halifax,US
KIXD,JCI,New Century AirCenter Airport,38.8309,-94.8903,New Century,US
KIYK,IYK,Inyokern Airport,35.6588,-117.83,Inyokern,US
KIZA,SQA,Santa Ynez Airport,34.6068,-120.076,Santa Ynez,US
KIZG,FRY,Eastern Slopes Regional Airport,43.9911,-70.9479,Fryeburg,US
KJAC,JAC,Jackson Hole Airport,43.6073,-110.738,Jackson,US
KJAN,JAN,Jackson-Medgar Wiley Evers International Airport,32.3112,-90.0759,Jackson,US
KJAS,JAS,Jasper County Airport Bell Field,30.8857,-94.0349,Jasper,US
KJAU,,Campbell County Airport  - Colonel Tommy C Stiner Airfield,36.33407,-84.16298,Jacksboro,US
KJAX,JAX,Jacksonville International Airport,30.49247,-81.68781,Jacksonville,US
KJBR,JBR,Jonesboro Municipal Airport,35.8317,-90.6464,Jonesboro,US
KJCT,JCT,Kimble County Airport,30.5113,-99.7635,Junction,US
KJDD,,Wood County Airport - Collins Field,32.7422,-95.4965,Mineola,US
KJDN,JDN,Jordan Airport,47.3288,-106.953,Jordan,US
KJEF,JEF,Jefferson City Memorial Airport,38.5912,-92.1561,Jefferson City,US
KJER,,Jerome County Airport,42.7267,-114.457,Jerome,US
KJES,,Jesup Wayne County Airport,31.554,-81.8825,Jesup,US
KJFK,JFK,John F. Kennedy International Airport,40.63945,-73.77932,New York,US
KJFX,,Walker County Airport Bevill Field,33.902,-87.3142,Jasper,US
KJFZ,,Tazewell County Airport,37.0637,-81.7983,Cedar Bluff,US
KJGG,,Williamsburg Jamestown Airport,37.2392,-76.7161,Williamsburg,US
KJHW,JHW,Chautauqua County-Jamestown Airport,42.15425,-79.25401,Jamestown,US
KJKA,GUF,Jack Edwards National Airport,30.2905,-87.6718,Gulf Shores,US
KJKJ,,Moorhead Municipal Airport,46.83917,-96.6637,Moorhead,US
KJKL,,Julian Carroll Airport,37.5939,-83.3173,Jackson,US
KJLN,JLN,Joplin Regional Airport,37.1518,-94.4983,Joplin,US
KJMR,,Mora Municipal Airport,45.8861,-93.2718,Mora,US
KJMS,JMS,Jamestown Regional Airport,46.9297,-98.6782,Jamestown,US
KJNX,,Johnston Regional Airport,35.5409,-78.3903,Smithfield,US
KJOT,JOT,Joliet Regional Airport,41.5178,-88.1755,Joliet,US
KJPX,HTO,Town of East Hampton Airport,40.95995,-72.25105,East Hampton,US
KJQF,USA,Concord-Padgett Regional Airport,35.3878,-80.7091,Concord,US
KJSO,JKV,Cherokee County Airport,31.8693,-95.2174,Jacksonville,US
KJST,JST,John Murtha Johnstown Cambria County Airport,40.3161,-78.8339,Johnstown,US
KJSV,,Sallisaw Municipal Airport,35.4382,-94.8028,Sallisaw,US
KJVL,JVL,Southern Wisconsin Regional Airport,42.6203,-89.0416,Janesville,US
KJVY,,Clark Regional Airport,38.3654,-85.7382,Jeffersonville,US
KJWG,,Watonga Regional Airport,35.8647,-98.4208,Watonga,US
KJWN,,John C Tune Airport,36.1824,-86.8867,Nashville,US
KJWY,,Mid-Way Regional Airport,32.4587,-96.9124,Midlothian/Waxahachie,US
KJXI,,Fox Stephens Field Gilmer Municipal Airport,32.699,-94.9489,Gilmer,US
KJXN,JXN,Jackson County Airport/Reynolds Field,42.26051,-84.46302,Jackson,US
KJYG,,St James Municipal Airport,43.9863,-94.5579,St James,US
KJYL,,Plantation Airpark,32.6453,-81.5971,Sylvania,US
KJYM,,Hillsdale Municipal Airport,41.9213,-84.5858,Hillsdale,US
KJYO,,Leesburg Executive Airport,39.078,-77.5575,Leesburg,US
KJYR,,York Municipal Airport,40.8968,-97.6228,York,US
KJZI,,Charleston Executive Airport,32.69824,-80.00567,Johns Island,US
KJZP,,Pickens County Airport,34.4534,-84.4574,Jasper,US
KKIC,KIC,Mesa Del Rey Airport,36.228,-121.122,King City,US
KKLS,KLS,Southwest Washington Regional Airport,46.118,-122.898,Kelso,US
KKNB,KNB,Kanab Municipal Airport,37.0111,-112.531,Kanab,US
KLAA,LAA,Southeast Colorado Regional Airport,38.06641,-102.69137,Lamar,US
KLAF,LAF,Purdue University Airport,40.41287,-86.93936,West Lafayette,US
KLAL,LAL,Lakeland Linder International Airport,27.98927,-82.02071,Lakeland,US
KLAM,LAM,Los Alamos Airport,35.8798,-106.269,Los Alamos,US
KLAN,LAN,Capital Region International Airport,42.77758,-84.58572,Lansing,US
KLAR,LAR,Laramie Regional Airport,41.3121,-105.675,Laramie,US
KLAS,LAS,Harry Reid International Airport,36.08336,-115.15182,Las Vegas,US
KLAW,LAW,Lawton Fort Sill Regional Airport,34.5677,-98.4166,Lawton,US
KLAX,LAX,Los Angeles International Airport,33.9425,-118.408,Los Angeles,US
KLBB,LBB,Lubbock Preston Smith International Airport,33.6636,-101.823,Lubbock,US
KLBE,LBE,Arnold Palmer Regional Airport,40.2759,-79.4048,Latrobe,US
KLBF,LBF,North Platte Regional Airport Lee Bird Field,41.1262,-100.684,North Platte,US
KLBL,LBL,Liberal Mid-America Regional Airport,37.0442,-100.96,Liberal,US
KLBO,,Floyd W. Jones Lebanon Airport,37.6483,-92.6524,Lebanon,US
KLBR,,Clarksville Red River City-J D Trissell Field,33.5932,-95.0636,Clarksville,US
KLBT,LBT,Lumberton Regional Airport,34.61077,-79.05943,Lumberton,US
KLBX,LJN,Texas Gulf Coast Regional Airport,29.1086,-95.4621,Angleton,US
KLCG,,Wayne Municipal Airport / Stan Morris Field,42.2419,-96.9814,Wayne,US
KLCH,LCH,Lake Charles Regional Airport,30.1261,-93.2233,Lake Charles,US
KLCI,LCI,Laconia Municipal Airport,43.5727,-71.4189,Laconia / Gilford,US
KLCK,LCK,Rickenbacker International Airport,39.8138,-82.9278,Columbus,US
KLCQ,LCQ,Lake City Gateway Airport,30.182,-82.5769,Lake City,US
KLDJ,LDJ,Linden Airport,40.6174,-74.2446,Linden,US
KLDM,LDM,Mason County Airport,43.9625,-86.4079,Ludington,US
KLEB,LEB,Lebanon Municipal Airport,43.6261,-72.3042,Lebanon,US
KLEE,LEE,Leesburg International Airport,28.8231,-81.8087,Leesburg,US
KLEM,LEM,Lemmon Municipal Airport,45.9187,-102.106,Lemmon,US
KLEW,LEW,Auburn Lewiston Municipal Airport,44.0485,-70.2835,Auburn/Lewiston,US
KLEX,LEX,Blue Grass Airport,38.03507,-84.60674,Lexington,US
KLFI,LFI,Langley Air Force Base,37.0829,-76.3605,Hampton,US
KLFK,LFK,Angelina County Airport,31.234,-94.75,Lufkin,US
KLFT,LFT,Lafayette Regional Airport,30.2053,-91.9876,Lafayette,US
KLGA,LGA,LaGuardia Airport,40.7772,-73.8726,New York,US
KLGB,LGB,Long Beach International Airport,33.81652,-118.14989,Long Beach,US
KLGC,LGC,LaGrange Callaway Airport,33.00887,-85.07433,LaGrange,US
KLGD,LGD,La Grande/Union County Airport,45.2902,-118.007,La Grande,US
KLGF,LGF,Laguna Army Airfield,32.86079,-114.39615,Yuma Proving Ground(Yuma),US
KLGU,LGU,Logan-Cache Airport,41.7912,-111.852,Logan,US
KLHB,,Hearne Municipal Airport,30.8718,-96.6222,Hearne,US
KLHM,,Lincoln Regional Karl Harder Field,38.9092,-121.351,Lincoln,US
KLHQ,,Fairfield County Airport,39.7556,-82.6571,Lancaster,US
KLHV,LHV,William T. Piper Memorial Airport,41.1356,-77.4223,Lock Haven,US
KLHW,LIY,MidCoast Regional Airport at Wright Army Airfield,31.89124,-81.561,Hinesville,US
KLHX,,La Junta Municipal Airport,38.0497,-103.509,La Junta,US
KLHZ,LFN,Triangle North Executive Airport,36.0233,-78.3303,Louisburg,US
KLIC,LIC,Limon Municipal Airport,39.2748,-103.666,Limon,US
KLIT,LIT,Bill & Hillary Clinton National Airport/Adams Field,34.72922,-92.22359,Little Rock,US
KLIU,,Littlefield Municipal Airport,33.9239,-102.387,Littlefield,US
KLJF,,Litchfield Municipal Airport,45.0971,-94.5073,Litchfield,US
KLKP,LKP,Lake Placid Airport,44.2645,-73.9619,Lake Placid,US
KLKR,,Lancaster County-Mc Whirter Field,34.7229,-80.8546,Lancaster,US
KLKU,LOW,Louisa County Airport / Freeman Field,38.0098,-77.9701,Louisa,US
KLKV,LKV,Lake County Airport,42.1611,-120.399,Lakeview,US
KLLJ,CHL,Challis Airport,44.523,-114.218,Challis,US
KLLN,,Levelland Municipal Airport,33.5525,-102.372,Levelland,US
KLLQ,,Monticello Municipal Ellis Field,33.6386,-91.751,Monticello,US
KLLR,,Little River Airport,39.262,-123.754,Little River,US
KLLU,,Lamar Municipal Airport,37.48725,-94.3133,Lamar,US
KLMO,,Vance Brand Airport,40.1637,-105.163,Longmont,US
KLMS,LMS,Louisville Winston County Airport,33.1462,-89.0625,Louisville,US
KLMT,LMT,Crater Lake-Klamath Regional Airport,42.1561,-121.733,Klamath Falls,US
KLNA,LNA,Palm Beach County Park Airport,26.593,-80.0851,West Palm Beach,US
KLNC,,Lancaster Airport,32.57756,-96.71749,Lancaster,US
KLND,LND,Hunt Field,42.8152,-108.73,Lander,US
KLNK,LNK,Lincoln Airport,40.84488,-96.76178,Lincoln,US
KLNL,,Kings Land O' Lakes Airport,46.154,-89.2121,Land O' Lakes,US
KLNN,LNN,Lake County Executive Airport,41.684,-81.3897,Willoughby,US
KLNP,LNP,Lonesome Pine Airport,36.9875,-82.53,Wise,US
KLNR,LNR,Tri-County Regional Airport,43.2099,-90.18133,Spring Green,US
KLNS,LNS,Lancaster Airport,40.1217,-76.2961,Lancaster,US
KLOL,LOL,Derby Field,40.0664,-118.565,Lovelock,US
KLOM,BBX,Wings Field,40.1375,-75.2651,Philadelphia,US
KLOT,LOT,Lewis University Airport,41.6073,-88.0962,Chicago/Romeoville,US
KLOU,LOU,Bowman Field,38.228,-85.6637,Louisville,US
KLOZ,LOZ,London-Corbin Airport/Magee Field,37.0822,-84.0849,London,US
KLPC,LPC,Lompoc Airport,34.6656,-120.468,Lompoc,US
KLPR,,Lorain County Regional Airport,41.3443,-82.1776,Lorain/Elyria,US
KLQK,LQK,Pickens County Airport,34.81,-82.7029,Pickens,US
KLQR,,Larned Pawnee County Airport,38.2086,-99.086,Larned,US
KLRD,LRD,Laredo International Airport,27.5438,-99.4616,Laredo,US
KLRF,LRF,Little Rock Air Force Base,34.9169,-92.1497,Jacksonville,US
KLRG,,Lincoln Regional Airport,45.3622,-68.5347,Lincoln,US
KLRJ,LRJ,Le Mars Municipal Airport,42.778,-96.1937,Le Mars,US
KLRO,,Mount Pleasant Regional Airport Faison Field,32.8978,-79.7829,Mount Pleasant,US
KLRU,LRU,Las Cruces International Airport,32.2894,-106.922,Las Cruces,US
KLRY,,Lawrence Smith Memorial Airport,38.60986,-94.34355,Harrisonville,US
KLSB,LSB,Lordsburg Municipal Airport,32.3335,-108.692,Lordsburg,US
KLSE,LSE,La Crosse Regional Airport,43.879,-91.2567,La Crosse,US
KLSF,LSF,Lawson Army Air Field,32.33255,-84.988,Fort Benning,US
KLSK,LSK,Lusk Municipal Airport,42.7538,-104.405,Lusk,US
KLSN,LSN,Los Banos Municipal Airport,37.0629,-120.869,Los Banos,US
KLSV,LSV,Nellis Air Force Base,36.2362,-115.034,Las Vegas,US
KLTS,LTS,Altus Air Force Base,34.6671,-99.2667,Altus,US
KLTY,,Liberty County Airport,48.5107,-110.991,Chester,US
KLUD,,Decatur Municipal Airport,33.2546,-97.5806,Decatur,US
KLUF,LUF,Luke Air Force Base,33.535,-112.383,Glendale,US
KLUG,,Ellington Airport,35.507,-86.8039,Lewisburg,US
KLUK,LUK,Cincinnati Municipal Airport Lunken Field,39.10236,-84.41894,Cincinnati,US
KLUL,LUL,Hesler Noble Field,31.6726,-89.1722,Laurel,US
KLUM,,Menomonie Municipal Score Field,44.8923,-91.8679,Menomonie,US
KLUX,,Laurens County Airport,34.5071,-81.9472,Laurens,US
KLVJ,,Pearland Regional Airport,29.5213,-95.2421,Houston,US
KLVK,LVK,Livermore Municipal Airport,37.6934,-121.82,Livermore,US
KLVL,LVL,Brunswick Municipal Airport,36.77423,-77.79385,Lawrenceville,US
KLVM,LVM,Mission Field,45.6994,-110.448,Livingston,US
KLVN,,Airlake Airport,44.6279,-93.2281,Minneapolis,US
KLVS,LVS,Las Vegas Municipal Airport,35.6542,-105.142,Las Vegas,US
KLWA,,South Haven Area Regional Airport,42.3512,-86.2557,South Haven,US
KLWB,LWB,Greenbrier Valley Airport,37.85791,-80.40044,Lewisburg,US
KLWC,LWC,Lawrence Municipal Airport,39.0112,-95.2166,Lawrence,US
KLWL,LWL,Wells Municipal Airport/Harriet Field,41.1171,-114.922,Wells,US
KLWM,LWM,Lawrence Municipal Airport,42.7172,-71.1234,Lawrence,US
KLWS,LWS,Lewiston Nez Perce County Airport,46.3745,-117.015,Lewiston,US
KLWT,LWT,Lewistown Municipal Airport,47.04843,-109.46614,Lewistown,US
KLWV,LWV,Lawrenceville Vincennes International Airport,38.7643,-87.6055,Lawrenceville,US
KLXL,,Little Falls-Morrison County-Lindbergh field,45.9497,-94.3474,Little Falls,US
KLXN,LXN,Jim Kelly Field,40.791,-99.7773,Lexington,US
KLXT,,Lee's Summit Municipal Airport,38.9597,-94.3714,Lee's Summit,US
KLXV,LXV,Lake County Airport,39.2203,-106.317,Leadville,US
KLXY,,Mexia Limestone County Airport,31.6398,-96.5147,Mexia,US
KLYH,LYH,Lynchburg Regional Airport - Preston Glenn Field,37.3267,-79.2004,Lynchburg,US
KLYO,LYO,Lyons-Rice County Municipal Airport,38.33948,-98.2287,Lyons,US
KLYV,,Quentin Aanenson Airfield - Luverne Municipal Airport,43.61622,-96.21795,Luverne,US
KLZD,,Danielson Airport,41.8197,-71.901,Danielson,US
KLZU,LZU,Gwinnett County Briscoe Field,33.9781,-83.9624,Lawrenceville,US
KLZZ,,Lampasas Airport,31.1062,-98.1959,Lampasas,US
KMAC,MAC,Macon Downtown Airport,32.8221,-83.562,Macon,US
KMAE,MAE,Madera Municipal Airport,36.9886,-120.112,Madera,US
KMAF,MAF,Midland International Air and Space Port,31.9425,-102.202,Midland,US
KMAI,,Marianna Municipal Airport,30.8378,-85.1819,Marianna,US
KMAL,,Malone Dufort Airport,44.8537,-74.3289,Malone,US
KMAO,,Marion County Airport,34.1812,-79.3347,Mullins,US
KMAW,MAW,Malden Regional Airport,36.6006,-89.9922,Malden,US
KMBG,MBG,Mobridge Municipal Airport,45.5465,-100.408,Mobridge,US
KMBL,MBL,Manistee County Blacker Airport,44.27271,-86.24649,Manistee,US
KMBO,DXE,Bruce Campbell Field,32.4387,-90.1031,Madison,US
KMBS,MBS,MBS International Airport,43.53318,-84.0831,Freeland,US
KMBT,,City of Murfreesboro Airport,35.8775,-86.3775,Murfreesboro,US
KMBY,MBY,Omar N Bradley Airport,39.46439,-92.42836,Moberly,US
KMCB,MCB,McComb-Pike County Airport / John E Lewis Field,31.1785,-90.4719,McComb,US
KMCC,MCC,McClellan Airfield,38.6676,-121.401,Sacramento,US
KMCD,MCD,Mackinac Island Airport,45.8649,-84.6373,Mackinac Island,US
KMCE,MCE,Merced Regional Macready Field,37.2847,-120.514,Merced,US
KMCF,MCF,MacDill Air Force Base,27.8493,-82.5212,Tampa,US
KMCI,MCI,Kansas City International Airport,39.3017,-94.71389,Kansas City,US
KMCK,MCK,McCook Ben Nelson Regional Airport,40.20779,-100.59279,McCook,US
KMCN,MCN,Middle Georgia Regional Airport,32.6928,-83.6492,Macon,US
KMCO,MCO,Orlando International Airport,28.4294,-81.309,Orlando,US
KMCW,MCW,Mason City Municipal Airport,43.1598,-93.32972,Mason City,US
KMCX,,White County Airport,40.7088,-86.7668,Monticello,US
KMCZ,,Martin County Airport,35.8622,-77.1782,Williamston,US
KMDD,MDD,Midland Airpark,32.0365,-102.101,Midland,US
KMDF,,Mooreland Municipal Airport,36.4848,-99.1942,Mooreland,US
KMDH,MDH,Southern Illinois Airport,37.7781,-89.252,Murphysboro,US
KMDQ,,Madison County Executive Airport-Tom Sharp Jr Field,34.8614,-86.5575,Huntsville,US
KMDS,XMD,Madison Municipal Airport,44.016,-97.0859,Madison,US
KMDT,MDT,Harrisburg International Airport,40.19284,-76.76233,Harrisburg,US
KMDW,MDW,Chicago Midway International Airport,41.786,-87.7524,Chicago,US
KMDZ,MDF,Taylor County Airport,45.101,-90.3033,Medford,US
KMEB,MXE,Laurinburg Maxton Airport,34.7919,-79.3658,Maxton,US
KMEI,MEI,Key Field / Meridian Regional Airport,32.3326,-88.7519,Meridian,US
KMEJ,,Meade Municipal Airport,37.2769,-100.356,Meade,US
KMEM,MEM,Memphis International Airport,35.04384,-89.97634,Memphis,US
KMER,MER,Castle Airport,37.3805,-120.568,Merced,US
KMEV,MEV,Minden-Tahoe Airport,39.0003,-119.751,Minden,US
KMEY,,James G. Whiting Memorial Field,42.1783,-95.7936,Mapleton,US
KMEZ,UMZ,Mena Intermountain Municipal Airport,34.5454,-94.2027,Mena,US
KMFD,MFD,Mansfield Lahm Regional Airport,40.8214,-82.5166,Mansfield,US
KMFE,MFE,McAllen Miller International Airport,26.17614,-98.23797,McAllen,US
KMFI,MFI,Marshfield Municipal Airport,44.6369,-90.1893,Marshfield,US
KMFR,MFR,Rogue Valley International-Medford Airport,42.3742,-122.873,Medford,US
KMFV,MFV,Accomack County Airport,37.6469,-75.7611,Melfa,US
KMGC,MGC,Michigan City Municipal Airport,41.7033,-86.8212,Michigan City,US
KMGE,MGE,Dobbins Air Reserve Base,33.9154,-84.5163,Marietta,US
KMGG,,Maple Lake Municipal Airport,45.236,-93.9856,Maple Lake,US
KMGJ,MGJ,Orange County Airport,41.51,-74.2646,Montgomery,US
KMGM,MGM,Montgomery Regional (Dannelly Field) Airport,32.3006,-86.394,Montgomery,US
KMGN,,Harbor Springs Airport,45.4256,-84.9134,Harbor Springs,US
KMGR,MGR,Moultrie Municipal Airport,31.0849,-83.8033,Moultrie,US
KMGW,MGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,39.6433,-79.9176,Morgantown,US
KMGY,MGY,Dayton-Wright Brothers Airport,39.589,-84.2249,Dayton,US
KMHE,MHE,Mitchell Municipal Airport,43.7748,-98.0386,Mitchell,US
KMHK,MHK,Manhattan Regional Airport,39.141,-96.6708,Manhattan,US
KMHL,MHL,Marshall Memorial Municipal Airport,39.0958,-93.2029,Marshall,US
